id,gender,major,admission_type,admission_group,admission_score,credits_sem5,credits_sem6,credits_sem7,credits_sem8,failed_sem5,failed_sem6,failed_sem7,failed_sem8,warn_sem5,warn_sem6,warn_sem7,warn_sem8,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,gpa_sem6,gpa_sem7,gpa_sem8,target
SV09585,Nữ,Công nghệ đa phương tiện,THPT,X26,25.59,70,84,99,100,0,0,0,0,0,0,0,0,3.07,2.96,2.84,2.84,3.02,3.13,3.35,0,0
SV09586,Nam,Công nghệ thông tin CLC,Xét tuyển thẳng,A00,0,39,42,44,45,1,2,4,6,0,0,0,0,1.78,1.69,1.54,1.33,1.18,0.76,0.46,0,1
SV09587,Nữ,Khoa học máy tính,THPT,X06,26.44,57,69,81,83,0,0,0,0,0,0,0,0,2.37,2.09,1.86,2.01,2.08,2.13,2.1,0.24,1
SV09588,Nam,Báo chí,THPT,A00,25.4,70,84,98,100,0,0,0,0,0,0,0,0,2.93,3.08,3.05,3.06,2.79,2.75,2.96,0.24,1
SV09589,Nữ,Marketing CLC,THPT,D01,24.51,70,84,98,99,0,0,0,0,0,0,0,0,2.73,2.9,2.98,3,2.96,3.18,3.03,0,0
SV09590,Nam,Công nghệ thông tin Việt - Nhật,THPT,A01,28.73,73,88,103,104,0,0,0,0,0,0,0,0,2.97,3.13,3.3,3.35,3.63,3.82,3.76,0,1
SV09591,Nữ,Công nghệ thông tin CLC,THPT,A00,28.02,67,81,95,97,0,0,0,0,0,0,0,0,2.57,2.83,2.48,2.77,2.52,2.77,2.96,0.3,0
SV09592,Nữ,Công nghệ thông tin,THPT,X06,28.21,69,82,96,97,0,0,0,0,0,0,0,0,3.26,2.98,2.8,2.56,2.41,2.69,3.02,0,1
SV09593,Nữ,Báo chí,THPT,A00,27.31,74,89,104,105,0,0,0,0,0,0,0,0,3.09,3.59,3.5,3.36,3.6,3.49,3.27,0,1
SV09594,Nữ,Công nghệ thông tin,ĐGTD,X06,20.48,71,86,101,102,0,0,0,0,0,0,0,0,3.22,3.11,3.13,3.37,3.2,3.45,3.83,0,1
SV09595,Nam,Marketing,ĐGNL,X26,21.02,44,51,56,57,1,1,2,3,0,0,0,0,2.17,1.78,1.67,1.38,1.55,1.33,1.13,0,0
SV09596,Nữ,Marketing,ĐGNL,D01,20.09,39,48,58,59,3,3,3,3,0,0,0,0,1.44,1.34,1.4,2.08,2.19,2.23,2.43,0.06,0
SV09597,Nam,Truyền thông đa phương tiện,ĐGNL,X06,19.26,70,85,100,101,0,0,0,0,0,0,0,0,2.88,2.88,3.12,3.07,3.17,3.24,3.29,0,1
SV09598,Nam,Kỹ thuật điện tử viễn thông,ĐGNL,X06,19.68,74,89,104,105,0,0,0,0,0,0,0,0,3.11,3.48,3.98,4,4,4,3.82,0,1
SV09599,Nữ,Kế toán,THPT,A01,26.35,69,83,97,98,0,0,0,0,0,0,0,0,2.78,2.95,2.68,2.85,3.19,3.05,2.96,0,0
SV09600,Nữ,Công nghệ đa phương tiện,THPT,A01,26.56,62,72,81,84,0,0,0,0,0,0,0,0,2.06,2.42,2.48,2.27,2.34,1.91,1.75,0.42,0
SV09601,Nữ,Kế toán,THPT,A01,24.81,62,75,88,89,0,0,0,0,0,0,0,0,2.55,2.47,2.23,2.22,2.34,2.44,2.52,0,1
SV09602,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,A00,25.69,73,88,103,104,0,0,0,0,0,0,0,0,2.82,3.15,3.71,3.93,3.97,3.78,4,0,1
SV09603,Nam,An toàn thông tin CLC,THPT,A01,27.36,67,79,93,94,0,0,0,0,0,0,0,0,2.94,3.25,2.5,2.5,2.15,2.31,2.74,0,1
SV09604,Nữ,Công nghệ thông tin,THPT,A01,29.6,75,90,105,106,0,0,0,0,0,0,0,0,3.79,3.86,4,3.62,3.7,3.38,3.5,0,1
SV09605,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,X06,25.69,68,82,97,99,0,0,0,0,0,0,0,0,2.57,2.53,2.81,2.88,3.07,3.09,3.29,0.24,0
SV09606,Nữ,Trí tuệ nhân tạo,THPT,A00,26.11,61,74,87,89,0,0,0,0,0,0,0,0,2.04,2.3,2.21,2.3,2.63,2.5,2.38,0.3,0
SV09607,Nam,Công nghệ thông tin Việt - Nhật,ĐGNL,X06,20.56,71,86,100,101,0,0,0,0,0,0,0,0,2.62,2.91,2.92,3.3,3.4,3.28,3.13,0,1
SV09608,Nữ,Marketing,THPT,D01,25.66,71,84,96,97,0,0,0,0,0,0,0,0,3.25,3.23,3.28,3.19,2.58,2.62,2.33,0,1
SV09609,Nữ,Marketing,THPT,X06,24.76,63,76,88,89,0,0,0,0,0,0,0,0,2.39,2.36,2.13,2.17,2.36,2.46,2.11,0,0
SV09610,Nữ,"Kỹ thuật điện, điện tử",THPT,X06,27.57,70,85,99,100,0,0,0,0,0,0,0,0,2.46,2.74,3.31,3.16,2.92,3.29,3.2,0,0
SV09611,Nam,Báo chí,THPT,A01,23.26,65,75,84,86,0,0,0,0,0,0,0,0,2.74,2.59,2.42,2.42,2.34,1.91,1.83,0.24,1
SV09612,Nam,Công nghệ đa phương tiện,ĐGNL,A00,20.14,67,81,95,96,0,0,0,0,0,0,0,0,2.54,2.68,2.51,2.98,3.02,3.05,2.95,0,1
SV09613,Nam,An toàn thông tin,THPT,A00,27.63,64,78,92,94,0,0,0,0,0,0,0,0,2.16,2.18,2.69,2.93,2.67,2.76,2.89,0.24,1
SV09614,Nam,Logistics và quản trị chuỗi cung ứng,THPT,A00,26.52,72,86,100,101,0,0,0,0,0,0,0,0,2.73,3.32,3.37,3.18,2.79,2.78,2.86,0,1
SV09615,Nữ,Công nghệ đa phương tiện,Xét tuyển thẳng,A00,0,65,79,93,94,0,0,0,0,0,0,0,0,2.47,2.62,2.64,2.45,2.47,2.95,2.74,0,1
SV09616,Nam,Kế toán,THPT,A00,26.04,55,63,73,76,0,0,0,0,0,0,0,0,2.52,2.33,1.89,2.01,1.82,1.61,1.95,0.42,0
SV09617,Nữ,Marketing,ĐGNL,A00,21.23,73,87,100,101,0,0,0,0,0,0,0,0,3.67,3.3,3.42,3.09,3.13,3.11,2.59,0,1
SV09618,Nữ,Logistics và quản trị chuỗi cung ứng,ĐGNL,X26,19.56,69,84,99,100,0,0,0,0,0,0,0,0,2.72,2.89,2.59,3.14,3.23,3.33,3.7,0,1
SV09619,Nam,Logistics và quản trị chuỗi cung ứng,THPT,X06,23.34,69,84,99,100,0,0,0,0,0,0,0,0,2.6,2.89,2.87,3.13,3.12,3.69,3.69,0,1
SV09620,Nam,Kế toán,THPT,A01,23.82,70,84,99,100,0,0,0,0,0,0,0,0,3.04,2.94,2.74,3.09,2.79,3.06,3.48,0,1
SV09621,Nam,Công nghệ thông tin,THPT,X06,25.87,63,76,89,91,0,0,0,0,0,0,0,0,2.51,2.32,2.62,2.31,2.57,2.59,2.63,0.3,0
SV09622,Nữ,Marketing CLC,THPT,A01,26.06,62,75,88,90,0,0,0,0,1,2,2,3,2.41,2.13,2.28,2.33,2.49,2.68,2.5,0.3,0
SV09623,Nữ,Công nghệ thông tin,THPT,A00,25.68,62,70,77,78,0,0,0,1,0,0,0,0,2.84,2.53,2.46,2.08,1.96,1.54,1.3,0,1
SV09624,Nữ,Truyền thông đa phương tiện,ĐGNL,X06,21.41,60,72,85,87,0,0,0,0,0,0,0,0,2.56,2.34,2.04,1.95,2.56,2.28,2.53,0.3,0
SV09625,Nữ,Kỹ thuật điện tử viễn thông,THPT,X26,25.15,75,90,105,106,0,0,0,0,0,0,0,0,3.69,3.78,3.8,3.82,3.83,4,3.88,0,1
SV09626,Nam,Marketing CLC,THPT,X06,25.14,70,84,98,100,0,0,0,0,0,0,0,0,2.91,2.88,2.83,2.84,2.97,3.14,3.23,0.24,0
SV09627,Nữ,Công nghệ thông tin UDU,THPT,A00,27.72,65,78,90,91,0,0,0,0,0,0,0,0,2.7,2.71,2.48,2.38,2.27,2.48,2.34,0,1
SV09628,Nam,Khoa học máy tính,THPT,A00,27.96,71,85,100,102,0,0,0,0,0,0,0,0,2.99,3.19,2.92,3.3,3.21,3.15,3.3,0.12,0
SV09629,Nữ,Kế toán CLC,ĐGNL,A00,19.65,74,89,104,105,0,0,0,0,0,0,0,0,3.16,3.37,4,4,3.99,4,3.55,0,1
SV09630,Nam,Logistics và quản trị chuỗi cung ứng,THPT,X06,26.89,74,89,104,105,0,0,0,0,0,0,0,0,2.97,3.3,4,3.85,4,4,4,0,1
SV09631,Nam,Trí tuệ nhân tạo,ĐGNL,X06,20.32,64,77,89,91,0,0,0,0,0,0,0,0,2.42,2.21,2.67,2.42,2.44,2.45,2.32,0.3,0
SV09632,Nam,Trí tuệ nhân tạo,ĐGTD,X06,20.69,64,76,89,90,0,0,0,0,0,0,0,0,2.64,2.44,2.18,2.5,2.65,2.35,2.53,0,1
SV09633,Nữ,Công nghệ thông tin,THPT,X06,27.13,62,75,89,90,0,0,0,0,0,1,1,1,2.29,2,2.28,2.63,2.83,2.67,2.81,0,1
SV09634,Nữ,Công nghệ thông tin CLC,ĐGTD,A01,20.1,60,74,89,90,0,0,0,0,0,0,0,0,1.86,2.02,2.09,2.7,3.22,3.22,3.35,0,1
SV09635,Nam,Truyền thông đa phương tiện,THPT,A01,24.69,64,77,90,91,0,0,0,0,0,0,0,0,2.79,2.47,2.32,2.23,2.54,2.62,2.5,0,1
SV09636,Nữ,Marketing CLC,THPT,X26,24.63,69,83,98,99,0,0,0,0,0,0,0,0,3.1,3.04,2.8,2.59,3.05,3.04,3.33,0,1
SV09637,Nữ,Báo chí,THPT,X26,23.71,72,86,100,102,0,0,0,0,0,0,0,0,3.12,3.33,3.57,3.19,3.22,3.04,2.76,0.12,1
SV09638,Nữ,Marketing CLC,THPT,X26,25.13,64,78,92,93,0,0,0,0,0,0,0,0,2.59,2.32,2.54,2.4,2.39,2.71,2.74,0,1
SV09639,Nam,Khoa học máy tính,ĐGTD,A00,20.24,64,77,90,91,0,0,0,0,0,0,0,0,2.81,2.63,2.21,2.33,2.51,2.48,2.47,0,1
SV09640,Nữ,Marketing CLC,THPT,D01,24.34,75,90,105,106,0,0,0,0,0,0,0,0,3.48,3.58,3.56,3.83,4,4,4,0,1
SV09641,Nam,Công nghệ thông tin UDU,THPT,X26,27.32,71,85,99,100,0,0,0,0,0,0,0,0,3.05,3.32,3.1,2.88,3.03,2.88,3.1,0,1
SV09642,Nữ,Truyền thông đa phương tiện,ĐGTD,A01,18.7,73,88,103,104,0,0,0,0,0,0,0,0,3.29,3.06,3.32,3.21,3.31,3.51,3.63,0,0
SV09643,Nữ,Marketing,THPT,X06,25.55,73,88,103,104,0,0,0,0,0,0,0,0,3.12,3.08,3.32,3.57,3.5,3.33,3.42,0,1
SV09644,Nữ,Công nghệ thông tin CLC,ĐGNL,X06,20.69,53,61,69,70,0,0,1,1,0,0,0,0,2.19,2.27,2.09,1.63,1.75,1.47,1.69,0,1
SV09645,Nam,Marketing,THPT,X06,24.85,74,89,104,105,0,0,0,0,0,0,0,0,3.04,3.41,3.67,3.47,3.74,3.59,3.84,0,1
SV09646,Nữ,Kế toán CLC,Xét tuyển thẳng,A00,0,33,38,43,44,4,4,5,5,0,0,0,0,1.46,1.47,1.25,1.42,1.77,1.47,1.61,0,0
SV09647,Nam,Công nghệ thông tin UDU,THPT,A00,26.84,69,83,97,99,0,0,0,0,0,0,0,0,2.71,2.77,2.86,2.48,3.02,3.2,3.06,0.24,0
SV09648,Nữ,Truyền thông đa phương tiện,ĐGNL,A00,20.56,69,82,96,98,0,0,0,0,0,0,0,0,2.7,2.79,2.9,3.06,3.14,2.69,2.72,0.24,0
SV09649,Nữ,Báo chí,THPT,X06,24.44,72,87,102,103,0,0,0,0,0,0,0,0,3.17,3.07,3.08,3.39,3.76,3.87,4,0,1
SV09650,Nữ,Logistics và quản trị chuỗi cung ứng,Xét tuyển thẳng,A00,0,66,81,96,97,0,0,0,0,0,0,0,0,2.37,2.39,2.26,2.74,3.21,3.24,3.36,0,0
SV09651,Nam,Công nghệ thông tin Việt - Nhật,Xét tuyển thẳng,X26,0,48,60,72,74,0,0,0,0,0,0,2,2,1.69,1.73,2.05,1.8,1.79,2.04,2.11,0.24,1
SV09652,Nam,Logistics và quản trị chuỗi cung ứng,ĐGNL,D01,19.45,70,84,99,100,0,0,0,0,0,0,0,0,2.63,2.75,2.72,3.09,3.34,3.09,3.27,0,0
SV09653,Nam,Kỹ thuật điện tử viễn thông,THPT,A00,26.2,70,85,100,102,0,0,0,0,0,0,0,0,2.65,2.86,3.21,3.22,3.34,3.25,3.41,0.12,0
SV09654,Nam,Công nghệ thông tin,THPT,A01,27.66,72,86,100,102,0,0,0,0,0,0,0,0,2.72,3.14,2.95,3.32,3.35,3.23,3.21,0.12,0
SV09655,Nam,Báo chí,ĐGTD,X06,19.44,69,84,99,101,0,0,0,0,0,0,0,0,2.38,2.71,2.68,2.8,3.36,3.36,3.4,0.24,1
SV09656,Nam,Logistics và quản trị chuỗi cung ứng,ĐGNL,X26,20.99,71,86,100,101,0,0,0,0,0,0,0,0,3.18,3.19,3.3,3.16,3.12,3.4,3.07,0,1
SV09657,Nữ,Kỹ thuật điện tử viễn thông,ĐGTD,X06,18.32,65,78,92,93,0,0,0,0,0,0,0,0,2.53,2.46,2.43,2.4,2.44,2.37,2.74,0,1
SV09658,Nam,"Kỹ thuật điện, điện tử",ĐGNL,X26,20.49,63,76,90,92,0,0,0,0,0,0,0,0,2.38,2.64,2.02,2.14,2.51,2.52,2.75,0.3,0
SV09659,Nam,"Kỹ thuật điện, điện tử",THPT,X06,27.63,70,84,99,100,0,0,0,0,0,0,0,0,3.05,2.76,3.01,3.05,3.14,3.16,3.46,0,0
SV09660,Nam,Khoa học máy tính,THPT,X26,27.47,75,90,105,106,0,0,0,0,0,0,0,0,3.38,3.28,3.45,3.88,4,3.39,3.47,0,1
SV09661,Nam,Công nghệ thông tin,THPT,A00,27.55,60,73,85,87,0,0,0,0,0,0,0,0,2.13,2.03,2.21,2.21,2.18,2.52,2.3,0.3,0
SV09662,Nam,Kế toán,ĐGNL,X26,19.8,65,78,91,92,0,0,0,0,0,0,0,0,2.48,2.46,2.54,2.62,2.5,2.59,2.64,0,0
SV09663,Nữ,An toàn thông tin,THPT,X06,27.03,68,83,98,99,0,0,0,0,0,0,0,0,2.5,2.64,2.81,3.03,3.09,3.38,3.53,0,1
SV09664,Nam,Công nghệ thông tin Việt - Nhật,THPT,A00,26.86,69,83,98,99,0,0,0,0,0,0,0,0,3,2.88,2.66,2.85,2.81,3.01,3.5,0,1
SV09665,Nam,Trí tuệ nhân tạo,ĐGNL,X26,22.05,54,67,80,82,0,0,0,0,0,0,0,0,1.89,1.77,1.94,2.07,2.66,2.65,2.36,0.3,0
SV09666,Nữ,Truyền thông đa phương tiện,THPT,A01,25.27,75,90,104,105,0,0,0,0,0,0,0,0,3.26,3.32,3.56,3.49,3.33,3.52,3.21,0,0
SV09667,Nam,Kế toán,THPT,X06,25.16,64,76,90,92,0,0,0,0,0,0,0,0,3.1,2.55,2.34,2.36,2.27,2.26,2.83,0.24,1
SV09668,Nữ,Công nghệ đa phương tiện,THPT,A00,22.31,60,68,76,77,0,0,0,0,0,0,0,0,2.68,2.46,2.13,2.26,1.88,1.57,1.6,0,0
SV09669,Nam,Công nghệ thông tin,THPT,X26,25.81,62,74,86,87,0,0,0,0,0,0,0,0,2.68,2.52,2.13,2.27,2.3,2.33,2.02,0,1
SV09670,Nam,Công nghệ thông tin Việt - Nhật,THPT,X06,27.12,70,84,98,99,0,0,0,0,0,0,0,0,2.85,3.09,2.95,3.05,2.88,3.14,2.86,0,1
SV09671,Nữ,Truyền thông đa phương tiện,ĐGNL,D01,19.96,61,74,84,85,0,0,0,0,0,0,0,0,2.3,2.21,2.39,2.13,2.27,2.48,1.99,0,1
SV09672,Nam,"Kỹ thuật điện, điện tử",ĐGTD,X06,19.17,65,77,89,91,0,0,0,0,0,0,0,0,2.88,2.71,2.52,2.13,2.03,2.31,2.22,0.24,1
SV09673,Nam,Kỹ thuật điện tử viễn thông,ĐGNL,X26,20.57,68,82,96,97,0,0,0,0,0,0,0,0,2.4,2.39,2.73,3.08,3.14,3.11,2.93,0,0
SV09674,Nam,An toàn thông tin,Xét tuyển thẳng,X26,0,50,60,69,71,0,0,0,0,0,0,0,0,1.99,2.33,1.93,1.84,1.83,1.97,1.79,0.24,1
SV09675,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,A00,24.93,75,89,104,105,0,0,0,0,0,0,0,0,3.3,3.4,3.5,3.32,3.28,3.05,3.32,0,1
SV09676,Nam,Trí tuệ nhân tạo,THPT,X06,27.92,72,87,102,103,0,0,0,0,0,0,0,0,2.75,2.81,3.13,3.66,3.7,3.74,3.86,0,0
SV09677,Nam,"Kỹ thuật điện, điện tử",THPT,A01,27.1,75,90,105,106,0,0,0,0,0,0,0,0,3.29,3.41,3.63,3.75,3.42,3.71,3.53,0,1
SV09678,Nữ,An toàn thông tin CLC,ĐGNL,X06,19.33,52,65,77,79,0,0,0,0,0,2,2,2,1.86,1.81,1.89,2.25,2.29,2.67,2.29,0.24,1
SV09679,Nam,"Kỹ thuật điện, điện tử",THPT,X26,26.97,66,80,94,95,0,0,0,0,0,0,0,0,2.6,2.81,2.6,2.3,2.77,2.76,3.15,0,0
SV09680,Nam,An toàn thông tin CLC,ĐGTD,A00,19.49,70,84,98,99,0,0,0,0,0,0,0,0,2.87,3.21,3.16,2.89,3.04,2.97,3.14,0,0
SV09681,Nữ,Trí tuệ nhân tạo,THPT,A01,25.35,67,81,95,96,0,0,0,0,0,0,0,0,2.69,2.56,2.56,2.9,2.72,3.2,2.81,0,1
SV09682,Nữ,Kỹ thuật điện tử viễn thông,ĐGTD,A01,19.52,68,81,95,96,0,0,0,0,0,0,0,0,2.8,2.95,3.12,2.56,2.51,2.49,2.81,0,1
SV09683,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,A01,24.94,75,90,105,106,0,0,0,0,0,0,0,0,3.24,3.71,3.88,3.95,3.71,3.89,3.84,0,1
SV09684,Nữ,Logistics và quản trị chuỗi cung ứng,ĐGNL,A01,19.11,51,65,79,81,0,0,0,0,0,0,0,0,1.76,1.61,1.87,2.33,2.53,2.88,2.95,0.24,1
SV09685,Nam,Kế toán CLC,THPT,A00,25.3,61,74,87,89,0,0,0,0,0,0,0,0,2.06,2.22,2.31,2.27,2.41,2.51,2.66,0.3,0
SV09686,Nữ,Công nghệ thông tin CLC,THPT,A01,27.41,52,63,75,77,0,0,0,0,0,0,0,0,2.31,2.21,1.87,1.67,1.88,2,2.28,0.24,1
SV09687,Nam,Truyền thông đa phương tiện,ĐGNL,A00,19.58,73,88,103,104,0,0,0,0,0,0,0,0,3.08,3.13,3.5,3.39,3.74,4,4,0,1
SV09688,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,A00,25.01,64,77,88,89,0,0,0,0,0,0,0,0,2.61,2.65,2.3,2.59,2.5,2.43,2,0,0
SV09689,Nữ,Công nghệ thông tin CLC,ĐGTD,X26,20.38,62,74,86,88,0,0,0,0,0,0,0,0,2.45,2.32,2.6,2.31,2.29,2.31,2.35,0.3,0
SV09690,Nữ,Logistics và quản trị chuỗi cung ứng,ĐGNL,A00,20.63,68,82,97,99,0,0,0,0,0,0,0,0,2.53,2.36,2.68,3.21,3.49,3.17,3.31,0.12,1
SV09691,Nữ,Trí tuệ nhân tạo,ĐGNL,X26,20.15,53,65,75,77,0,0,0,0,0,0,0,0,1.75,1.95,1.99,2.04,2.2,2.11,1.94,0.3,0
SV09692,Nam,Công nghệ thông tin Việt - Nhật,THPT,X06,26.44,73,88,103,104,0,0,0,0,0,0,0,0,2.94,3.06,3.3,3.28,3.34,3.59,3.55,0,1
SV09693,Nữ,Kế toán,THPT,A01,25.01,68,81,95,96,0,0,0,0,0,0,0,0,3.04,2.98,2.68,2.46,2.74,2.36,2.82,0,1
SV09694,Nam,An toàn thông tin CLC,THPT,X26,27.35,47,50,51,52,1,2,4,6,0,0,0,0,2.41,2.3,1.75,1.35,1.27,0.78,0.24,0,1
SV09695,Nữ,An toàn thông tin CLC,ĐGNL,X06,19.62,70,85,100,101,0,0,0,0,0,0,0,0,2.74,2.89,2.97,2.97,3.13,3.38,3.42,0,1
SV09696,Nữ,Kế toán CLC,THPT,A01,23.94,57,70,82,83,0,0,0,0,0,0,0,0,2.01,1.92,2.3,2.18,2.33,2.4,2.27,0,1
SV09697,Nam,Logistics và quản trị chuỗi cung ứng,Xét tuyển thẳng,A00,0,10,11,12,13,8,10,12,14,0,0,0,0,0.86,0.52,0.35,0.16,0,0,0,0,0
SV09698,Nữ,An toàn thông tin CLC,Xét tuyển thẳng,X06,0,63,76,91,92,0,0,0,0,0,0,0,0,1.97,2.63,2.83,2.44,2.52,2.61,3.51,0,0
SV09699,Nữ,Công nghệ đa phương tiện,THPT,X06,26.02,74,89,103,104,0,0,0,0,0,0,0,0,3.73,3.65,3.47,3.2,3.44,3.24,3.09,0,1
SV09700,Nữ,Công nghệ đa phương tiện,ĐGNL,X26,20.7,60,73,86,87,0,0,0,0,0,0,0,0,2.64,2.69,2.4,1.82,2.17,2.48,2.43,0,1
SV09701,Nữ,Trí tuệ nhân tạo,THPT,A00,27.47,72,87,102,103,0,0,0,0,0,0,0,0,2.71,2.66,3.29,3.75,3.84,3.39,3.54,0,1
SV09702,Nam,Công nghệ thông tin,THPT,A00,27.69,73,88,103,104,0,0,0,0,0,0,0,0,2.9,2.91,3.42,3.47,3.74,3.87,3.99,0,1
SV09703,Nam,Công nghệ thông tin UDU,THPT,X06,26.88,68,82,97,98,0,0,0,0,0,0,0,0,2.87,2.55,2.97,2.61,2.71,3.18,3.29,0,1
SV09704,Nam,Công nghệ đa phương tiện,ĐGTD,A00,19.63,72,87,102,103,0,0,0,0,0,0,0,0,2.75,3.06,3.42,3.09,3.44,3.44,3.27,0,1
SV09705,Nam,An toàn thông tin,ĐGTD,X26,19.71,54,67,81,83,0,0,0,0,0,0,0,0,2.03,1.91,1.95,1.97,2.18,2.52,2.89,0.3,0
SV09706,Nam,"Kỹ thuật điện, điện tử",THPT,A00,25.96,74,88,102,103,0,0,0,0,0,0,0,0,3.52,3.48,3.31,3.31,3.21,2.9,2.86,0,1
SV09707,Nam,Công nghệ thông tin Việt - Nhật,THPT,A01,28.23,74,87,101,103,0,0,0,0,0,0,0,0,3.26,3.26,3.55,3.57,2.99,2.67,2.8,0.12,1
SV09708,Nam,An toàn thông tin CLC,THPT,X06,26.34,58,70,82,83,0,0,0,0,0,0,0,0,2.53,2.17,2.14,2.22,1.81,2.02,2.04,0,1
SV09709,Nam,Kỹ thuật điện tử viễn thông,THPT,A00,26.64,62,74,86,88,0,0,0,0,0,0,0,0,2.68,2.51,2.33,2.04,2.17,2.25,2.26,0.3,0
SV09710,Nam,An toàn thông tin,THPT,X26,26.46,67,80,94,95,0,0,0,0,0,0,0,0,3.09,3.06,2.58,2.59,2.36,2.66,2.79,0,1
SV09711,Nam,An toàn thông tin CLC,ĐGTD,X26,20.43,47,59,72,74,0,0,0,0,0,0,0,0,1.76,2.01,1.75,1.76,1.79,2.02,2.47,0.3,0
SV09712,Nữ,Báo chí,ĐGTD,D01,20.5,66,80,94,95,0,0,0,0,0,0,0,0,2.22,2.07,2.86,3.08,2.91,3.16,3.21,0,1
SV09713,Nữ,Marketing CLC,THPT,X26,24.77,69,82,94,95,0,0,0,0,0,0,0,0,2.98,2.93,2.94,2.86,2.7,2.44,2.34,0,1
SV09714,Nam,Marketing,ĐGTD,A00,19.48,17,18,19,20,7,9,11,13,1,1,1,1,1.22,0.97,0.42,0.56,0.98,0.67,0.41,0,0
SV09715,Nữ,Truyền thông đa phương tiện,ĐGNL,X26,19.69,63,77,91,93,0,0,0,0,0,0,0,0,2.22,2.5,2.56,2.28,2.52,2.72,2.88,0.3,0
SV09716,Nam,Kế toán CLC,THPT,A01,23.61,65,77,89,90,0,0,0,0,0,0,0,0,2.53,2.14,2.45,2.77,2.38,2.2,2.03,0,1
SV09717,Nữ,Kế toán CLC,ĐGTD,A00,19.05,69,82,95,96,0,0,0,0,0,0,0,0,2.73,3.14,3.08,2.77,2.61,2.4,2.68,0,1
SV09718,Nữ,Trí tuệ nhân tạo,THPT,A00,27.84,64,76,88,90,0,0,0,0,0,0,0,0,2.65,2.5,2.58,2.19,2.4,2.06,2.2,0.3,0
SV09719,Nam,Marketing CLC,THPT,A01,24.61,75,90,105,106,0,0,0,0,0,0,0,0,3.24,3.44,3.32,3.6,3.32,4,3.68,0,1
SV09720,Nam,Công nghệ thông tin Việt - Nhật,THPT,A01,24.05,67,80,93,95,0,0,0,0,0,0,0,0,2.8,2.87,2.63,2.45,2.46,2.48,2.7,0.3,0
SV09721,Nữ,"Kỹ thuật điện, điện tử",ĐGNL,X06,20.35,64,77,89,90,0,0,0,0,0,2,2,4,2.4,2.07,2.52,2.49,2.42,2.49,2.1,0,1
SV09722,Nam,Marketing CLC,THPT,A00,24.75,70,84,98,99,0,0,0,0,0,0,0,0,2.88,2.86,3.18,2.89,2.9,2.77,2.73,0,1
SV09723,Nữ,An toàn thông tin CLC,THPT,A00,26.9,66,78,88,89,0,0,0,0,0,0,0,0,2.97,2.92,2.36,2.57,2.19,2.09,1.89,0,1
SV09724,Nam,Kỹ thuật điện tử viễn thông,THPT,X26,25.14,68,83,98,100,0,0,0,0,0,0,0,0,2.67,2.58,2.73,2.89,3.18,3.33,3.47,0.24,0
SV09725,Nam,Công nghệ thông tin Việt - Nhật,THPT,A01,25.22,52,65,78,80,0,0,0,0,0,0,0,0,1.87,1.94,1.92,2,2.27,2.6,2.57,0.3,0
SV09726,Nữ,Công nghệ thông tin CLC,THPT,X06,28.31,73,87,102,103,0,0,0,0,0,0,0,0,3.38,3.19,3.21,3.63,3.43,3.14,3.83,0,1
SV09727,Nam,Khoa học máy tính,THPT,X06,26.02,59,69,76,77,0,0,0,1,0,0,0,0,2.28,2.1,2.01,2.23,2.26,1.93,1.21,0,1
SV09728,Nam,Công nghệ đa phương tiện,ĐGTD,A00,19.32,66,79,92,94,0,0,0,0,0,0,0,0,2.38,2.71,2.57,2.52,2.52,2.51,2.68,0.3,0
SV09729,Nữ,Kỹ thuật điện tử viễn thông,THPT,X06,26.88,60,74,88,90,0,0,0,0,0,0,0,0,1.86,2.21,2.28,2.46,2.81,2.77,2.98,0.3,0
SV09730,Nam,Kế toán CLC,THPT,X06,27.7,69,83,96,98,0,0,0,0,0,0,0,0,3.12,2.75,2.82,2.97,2.66,2.98,2.63,0.24,1
SV09731,Nữ,Khoa học máy tính,ĐGTD,A00,18.43,68,82,96,97,0,0,0,0,0,0,0,0,2.67,2.87,2.55,2.75,2.97,2.89,2.95,0,1
SV09732,Nam,An toàn thông tin CLC,ĐGTD,A00,20.11,54,66,79,81,0,0,0,0,0,0,0,0,2.26,2.15,1.96,1.94,1.99,2.33,2.47,0.3,0
SV09733,Nam,Kế toán,THPT,X06,24.44,73,88,103,104,0,0,0,0,0,0,3,3,2.79,3.01,3.27,3.43,3.8,3.48,3.63,0,1
SV09734,Nữ,Công nghệ thông tin Việt - Nhật,THPT,X06,26.54,66,80,95,97,0,0,0,0,0,0,0,0,2.68,2.55,2.48,2.5,2.91,2.93,3.24,0.24,1
SV09735,Nữ,Logistics và quản trị chuỗi cung ứng,THPT,X26,25.65,72,84,93,94,0,0,0,0,0,0,0,0,3.31,3.34,3.3,2.99,2.4,2.32,1.71,0,1
SV09736,Nam,Công nghệ thông tin CLC,THPT,A00,26.36,68,82,96,97,0,0,0,0,0,0,0,0,3.23,3.26,2.57,2.49,2.64,2.97,3.11,0,1
