student_id,gender,major,admission_type,gpa_year1,gpa_year2,gpa_year3,gpa_year4,total_cumulative_gpa,total_credits_required,failed_courses,academic_warnings,attendance_rate,assignment_submission_rate,extra_activities,financial_state,graduate_on_time,graduate_year,achieved_scholarship
S03796,Female,Business Administration,EntranceExam,2.9,2.8,2.76,3.11,2.89,120,1,0,0.87,0.89,0,Stable,1,4,1
S03797,Female,Business Administration,EntranceExam,1.82,2.06,1.8,1.67,1.84,120,4,0,0.94,0.93,1,Stable,0,6,1
S03798,Male,Business Administration,DirectAdmission,3.48,3.02,2.73,3.18,3.1,120,0,0,0.88,0.72,3,Stable,1,4,1
S03799,Male,Information Technology,EntranceExam,2.05,1.74,2.24,2.39,2.1,130,5,1,0.94,0.89,0,Stable,0,7,0
S03800,Male,Marketing,EntranceExam,2.59,2.74,2.79,3.18,2.82,120,0,0,0.98,0.86,4,Average,1,4,0
S03801,Female,Notary Relations,EntranceExam,2.96,2.84,2.66,3.05,2.88,125,0,0,0.99,0.8,0,Average,1,4,0
S03802,Female,Computer Science,EntranceExam,3.04,3.14,3.46,2.99,3.16,130,1,0,0.83,0.96,2,Stable,1,4,0
S03803,Male,Information Technology,DirectAdmission,3.42,4,3.19,3.69,3.58,130,0,0,0.95,0.76,2,Stable,1,4,1
S03804,Female,Journalism,EntranceExam,1.26,1.53,2.02,1.28,1.52,120,6,1,0.87,0.72,1,Average,0,7,1
S03805,Female,Information Technology,EntranceExam,1.74,2.51,2.39,2.33,2.24,130,0,0,0.84,0.83,1,Stable,1,4,1
S03806,Female,Information Technology,EntranceExam,2.71,3.27,2.89,3.02,2.97,130,1,0,1,0.93,2,Stable,1,4,0
S03807,Male,Information Technology,EntranceExam,2.65,2.42,2.62,2.53,2.56,130,1,0,0.9,0.74,2,Stable,1,4,0
S03808,Male,Multimedia Communication,DirectAdmission,2.2,2,2.12,2.03,2.09,125,1,0,0.9,0.8,1,Stable,1,4,0
S03809,Male,Business Administration,DirectAdmission,3.71,3.68,3.53,4,3.73,120,0,0,0.98,0.99,3,Average,1,4,1
S03810,Female,Information Technology,EntranceExam,2.7,3.14,3.08,3.45,3.09,130,1,0,1,1,2,Average,1,4,0
S03811,Male,Information Technology,EntranceExam,2.59,3.21,2.92,2.77,2.87,130,0,0,0.8,0.87,1,Stable,1,4,0
S03812,Male,Automation,EntranceExam,2.43,3.1,2.55,2.86,2.74,140,5,0,0.63,0.56,2,Stable,0,6,0
S03813,Male,Automation,DirectAdmission,1.29,1.44,1.32,1.08,1.28,140,1,0,0.77,0.85,0,Stable,0,5,0
S03814,Female,Multimedia Technology,EntranceExam,2.56,2.48,2.44,2.85,2.58,125,0,0,0.91,0.76,2,Average,1,4,1
S03815,Male,E-commerce,DirectAdmission,2.21,2.43,2.66,2.81,2.53,125,0,1,0.81,0.78,1,Average,0,7,0
S03816,Female,Information Security,EntranceExam,1.71,2.65,2.3,2.59,2.31,130,4,0,0.81,0.99,1,Stable,0,5,1
S03817,Male,Information Technology,EntranceExam,1.65,1.07,2.04,1.72,1.62,130,7,0,0.77,0.79,1,Stable,0,6,0
S03818,Female,Computer Science,EntranceExam,2.62,2.47,2.58,2.74,2.6,130,0,0,0.86,0.85,5,Average,1,4,1
S03819,Male,Multimedia Communication,DirectAdmission,1.03,1.44,1.24,1.02,1.18,125,6,0,0.83,0.92,1,Stable,0,8,0
S03820,Female,Marketing,EntranceExam,1.38,1.8,2.12,1.75,1.76,120,3,1,0.94,0.64,5,Difficult,0,5,1
S03821,Female,Information Security,EntranceExam,0.93,2.37,1.4,1.44,1.54,130,5,1,0.8,1,1,Average,0,6,1
S03822,Male,Information Technology,EntranceExam,2.55,2.31,1.89,2.92,2.42,130,1,0,0.81,0.81,1,Stable,1,4,0
S03823,Female,Information Security,EntranceExam,2.01,2.4,2.44,2.53,2.34,130,0,0,0.89,0.84,1,Average,1,4,1
S03824,Male,Accounting,EntranceExam,2.09,1.83,1.84,2.18,1.98,130,2,0,0.8,0.95,1,Stable,0,5,0
S03825,Female,Multimedia Communication,EntranceExam,2.72,2.8,3.16,2.58,2.82,125,2,0,0.71,0.77,1,Average,0,5,0
S03826,Male,Artificial Intelligence,EntranceExam,2.77,2.76,3.27,3.22,3,130,1,0,0.88,0.73,0,Stable,1,4,1
S03827,Male,Information Security,DirectAdmission,3.54,3.4,3.66,3.99,3.65,130,1,1,0.9,0.84,0,Stable,1,4,1
S03828,Female,Marketing,EntranceExam,2.56,2.66,2.48,2.97,2.67,120,0,0,0.86,0.88,3,Difficult,1,4,1
S03829,Female,Multimedia Communication,DirectAdmission,2.46,1.93,2.04,2.02,2.11,125,2,0,0.8,0.92,1,Difficult,0,7,0
S03830,Female,Information Technology,EntranceExam,3.22,3.18,3.53,3.58,3.38,130,0,0,0.84,0.85,2,Average,1,4,0
S03831,Female,Game Design and Development,DirectAdmission,3.28,4,3.9,3.62,3.7,140,0,0,0.88,0.7,2,Average,1,4,0
S03832,Male,Information Technology,EntranceExam,2.67,2.83,2.08,2.55,2.53,130,3,0,0.86,0.77,1,Stable,1,4,0
S03833,Male,Game Design and Development,EntranceExam,2.35,2.47,2.76,2.26,2.46,140,0,0,0.81,0.91,2,Stable,1,4,0
S03834,Male,Marketing,EntranceExam,2.58,1.78,2.57,2.34,2.32,120,0,0,0.85,0.87,1,Stable,1,4,0
S03835,Male,Multimedia Communication,EntranceExam,2.87,2.94,3.38,3.13,3.08,125,1,1,0.93,0.84,2,Stable,1,4,0
S03836,Male,Automation,EntranceExam,2.84,2.94,2.75,2.32,2.71,140,6,0,0.7,0.93,2,Stable,0,5,0
S03837,Female,Computer Science,EntranceExam,1.87,1.97,2.43,1.59,1.96,130,6,0,0.84,0.99,1,Stable,0,6,1
S03838,Male,Automation,EntranceExam,3.15,3.6,3.42,3.83,3.5,140,0,0,0.95,0.85,1,Average,1,4,1
S03839,Female,Computer Science,DirectAdmission,2.57,2.6,2.54,2.4,2.53,130,0,0,0.86,0.86,2,Average,1,4,1
S03840,Female,Financial Technology (Fintech),EntranceExam,2.01,2.67,2.18,2.08,2.24,130,2,0,0.9,0.79,4,Average,0,6,1
S03841,Male,Computer Science,DirectAdmission,2.82,3.22,3.36,3.08,3.12,130,0,0,0.87,0.78,3,Average,1,4,0
S03842,Female,Computer Science,EntranceExam,2.43,2.42,2.65,2.78,2.57,130,1,0,0.84,1,1,Stable,1,4,1
S03843,Male,Notary Relations,DirectAdmission,3.36,3.03,2.89,2.63,2.98,125,1,0,0.89,0.78,2,Stable,1,4,1
S03844,Female,E-commerce,EntranceExam,1.95,2.43,2.56,2.25,2.3,125,0,0,0.94,0.89,1,Stable,1,4,0
S03845,Male,Multimedia Technology,DirectAdmission,2.63,3.34,3.56,2.6,3.03,125,0,0,0.8,0.86,0,Stable,1,4,0
S03846,Female,Multimedia Technology,EntranceExam,3.12,3.21,2.61,2.46,2.85,125,0,0,0.88,0.96,0,Stable,1,4,1
S03847,Male,Computer Science,EntranceExam,2.39,2.27,2.68,2.12,2.37,130,5,0,0.62,0.62,1,Stable,0,7,0
S03848,Female,Business Administration,EntranceExam,2.68,2.75,3.19,2.15,2.69,120,3,0,0.81,0.74,1,Difficult,0,6,1
S03849,Female,Financial Technology (Fintech),EntranceExam,1.92,3.2,2.45,2.68,2.56,130,1,0,0.88,0.95,1,Stable,1,4,1
S03850,Male,Artificial Intelligence,DirectAdmission,3.25,3.2,2.88,3.7,3.26,130,1,0,0.81,0.78,1,Stable,1,4,1
S03851,Male,Information Technology,EntranceExam,2,1.96,2.25,2.07,2.07,130,1,0,0.83,0.91,0,Stable,0,7,0
S03852,Female,Accounting,EntranceExam,2.09,2.59,1.73,2.76,2.29,130,2,0,0.71,0.8,2,Average,0,7,1
S03853,Female,Multimedia Communication,EntranceExam,1.52,1.67,1.84,1.22,1.56,125,3,0,0.77,0.83,0,Stable,0,7,0
S03854,Male,Accounting,EntranceExam,2.08,2.64,2.1,2.43,2.31,130,4,0,0.9,0.65,3,Stable,0,6,0
S03855,Male,Accounting,EntranceExam,2.28,2.36,2.03,1.98,2.16,130,2,0,0.73,0.76,2,Average,0,8,0
S03856,Female,Information Security,DirectAdmission,2.16,2.51,2.13,2.16,2.24,130,4,0,0.83,0.77,3,Stable,0,5,1
S03857,Female,Multimedia Communication,DirectAdmission,2.75,2.51,3.38,2.67,2.83,125,0,0,0.89,0.86,1,Average,1,4,1
S03858,Female,Marketing,EntranceExam,3.67,3.23,3.35,3.53,3.44,120,0,0,0.88,0.95,1,Average,1,4,0
S03859,Male,Multimedia Communication,DirectAdmission,3,2.5,3.06,3.34,2.98,125,1,0,0.69,0.62,4,Average,0,7,0
S03860,Female,E-commerce,EntranceExam,3.17,3.19,3.6,3.85,3.45,125,0,0,0.96,0.76,4,Stable,1,4,0
S03861,Female,Information Technology,EntranceExam,2,2.45,2.5,2.7,2.41,130,0,0,0.96,0.81,2,Average,1,4,1
S03862,Female,Artificial Intelligence,EntranceExam,2.3,1.93,1.81,2.45,2.12,130,2,0,0.95,0.7,3,Stable,1,4,1
S03863,Male,Computer Science,EntranceExam,2.57,2.38,2.62,2.85,2.6,130,1,0,0.8,0.85,0,Stable,1,4,0
S03864,Male,Computer Science,EntranceExam,2.59,2.43,2.8,2.88,2.68,130,0,0,0.89,0.8,0,Stable,1,4,0
S03865,Male,Business Administration,EntranceExam,2.4,2.4,2.42,3.08,2.58,120,1,0,0.92,0.93,0,Average,1,4,0
S03866,Female,Computer Science,DirectAdmission,2.69,2.55,2.8,3.42,2.86,130,0,0,0.94,0.82,2,Stable,1,4,1
S03867,Female,Artificial Intelligence,EntranceExam,2.89,3.39,3.38,2.77,3.11,130,0,0,0.98,0.78,5,Stable,1,4,1
S03868,Male,Automation,EntranceExam,2.84,2.79,2.93,2.93,2.87,140,1,0,0.72,0.76,1,Difficult,0,6,0
S03869,Male,Notary Relations,EntranceExam,1.81,2.34,2.11,2.31,2.14,125,6,0,0.75,0.9,1,Average,0,8,0
S03870,Female,Marketing,EntranceExam,3.78,3.39,3.61,3.84,3.66,120,0,0,0.9,0.94,0,Stable,1,4,0
S03871,Female,Information Technology,EntranceExam,2.1,2.12,1.97,1.99,2.04,130,1,0,0.82,0.96,0,Average,0,6,1
S03872,Male,Computer Science,EntranceExam,3.11,3.77,3.36,3.57,3.45,130,0,0,0.88,0.73,0,Stable,1,4,1
S03873,Female,Business Administration,DirectAdmission,2.76,2.86,2.59,1.87,2.52,120,1,0,0.96,0.66,2,Stable,1,4,1
S03874,Male,Financial Technology (Fintech),EntranceExam,2.42,2.28,2.24,1.97,2.23,130,2,0,0.89,0.9,1,Average,0,7,0
S03875,Male,E-commerce,EntranceExam,1.63,1.52,1.35,1.74,1.56,125,6,1,0.82,0.74,1,Difficult,0,6,0
S03876,Female,Information Security,DirectAdmission,2.4,2.53,2.04,2.2,2.29,130,2,0,0.82,0.91,0,Average,0,5,1
S03877,Male,Computer Science,DirectAdmission,2.35,2.81,2.42,1.91,2.37,130,1,0,0.84,0.96,1,Stable,1,4,0
S03878,Male,Computer Science,EntranceExam,2.75,2.87,3.23,2.31,2.79,130,1,0,0.81,0.85,1,Average,1,4,0
S03879,Female,Computer Science,EntranceExam,1.89,2.49,2.74,2.47,2.4,130,1,0,0.88,0.79,0,Stable,1,4,1
S03880,Female,E-commerce,DirectAdmission,3.92,3.64,4,3.7,3.82,125,0,0,0.83,0.83,0,Average,1,4,0
S03881,Female,Information Technology,DirectAdmission,1.47,1.92,2.3,2.02,1.93,130,3,1,0.93,0.92,2,Stable,0,5,1
S03882,Female,Automation,DirectAdmission,2.82,3.45,2.64,3.01,2.98,140,0,0,0.87,0.77,5,Stable,1,4,1
S03883,Male,E-commerce,EntranceExam,2.27,2.6,2.04,2.52,2.36,125,0,0,0.84,0.88,1,Stable,1,4,0
S03884,Female,Marketing,EntranceExam,2.08,1.86,2.21,2.16,2.08,120,2,0,0.85,0.88,0,Stable,0,5,1
S03885,Male,Multimedia Communication,EntranceExam,3.3,2.92,2.55,3.12,2.97,125,0,0,1,0.94,0,Stable,1,4,1
S03886,Female,Information Security,DirectAdmission,2.94,2.59,2.93,2.84,2.82,130,0,0,0.92,0.76,0,Stable,1,4,1
S03887,Female,Multimedia Communication,EntranceExam,2.32,1.55,1.91,2.08,1.96,125,8,0,0.87,0.83,1,Average,0,7,1
S03888,Male,Computer Science,DirectAdmission,2.59,2.24,2.81,2.81,2.61,130,2,0,0.85,0.78,1,Difficult,0,7,0
S03889,Female,Automation,DirectAdmission,2.28,2.03,2.22,2.09,2.15,140,1,0,0.8,1,0,Stable,0,7,0
S03890,Female,Notary Relations,DirectAdmission,3.53,3.57,3.63,3.36,3.52,125,0,0,0.98,0.94,2,Stable,1,4,0
S03891,Male,Automation,EntranceExam,1.7,1.75,2.12,2.45,2,140,4,0,0.91,0.81,2,Stable,0,5,0
S03892,Female,Game Design and Development,DirectAdmission,2.5,3.39,3.35,2.29,2.88,140,0,0,0.94,0.78,2,Stable,1,4,1
S03893,Female,Information Technology,EntranceExam,2.89,2.94,2.56,2.54,2.73,130,0,0,0.84,0.74,0,Average,1,4,1
S03894,Female,Information Technology,EntranceExam,2.24,2.06,2.96,2.45,2.43,130,0,0,0.92,0.83,3,Stable,1,4,1
S03895,Female,Artificial Intelligence,EntranceExam,2.18,1.98,2.48,2.44,2.27,130,0,0,0.84,0.93,1,Stable,1,4,1
S03896,Male,E-commerce,EntranceExam,2.41,2.34,2.7,2.27,2.43,125,0,0,0.83,0.79,2,Average,1,4,0
S03897,Female,Artificial Intelligence,DirectAdmission,1.53,1.37,1.16,1.43,1.37,130,5,0,0.83,0.77,2,Average,0,7,0
S03898,Male,Information Security,EntranceExam,1.69,2.27,2.44,2.28,2.17,130,3,0,0.82,0.79,0,Average,0,5,0
S03899,Female,Computer Science,EntranceExam,2.99,3.17,2.92,3.02,3.02,130,0,0,0.88,0.85,2,Stable,1,4,0
S03900,Female,Computer Science,EntranceExam,1.51,1.87,2.49,1.44,1.83,130,8,0,0.91,0.99,0,Average,0,5,1
S03901,Female,Marketing,EntranceExam,2.45,2.4,2.86,2.73,2.61,120,0,0,1,0.98,2,Stable,1,4,1
S03902,Female,Information Security,EntranceExam,2.4,2.57,2.41,2.46,2.46,130,2,0,0.87,0.78,2,Stable,1,4,1
S03903,Male,Automation,DirectAdmission,2.73,2.22,2.61,2.7,2.57,140,4,0,0.77,0.85,1,Difficult,0,6,0
S03904,Male,Information Technology,EntranceExam,2.23,2.32,2.25,1.64,2.11,130,4,0,0.82,0.69,1,Stable,0,5,0
S03905,Male,Business Administration,DirectAdmission,3.06,2.94,2.67,3.35,3,120,0,0,0.99,0.88,0,Stable,1,4,0
S03906,Male,Automation,DirectAdmission,3.01,3.27,3.59,3.6,3.37,140,0,0,0.88,0.61,2,Stable,1,4,1
S03907,Female,E-commerce,DirectAdmission,2.55,3.13,2.92,2.68,2.82,125,0,0,0.82,0.84,0,Stable,1,4,1
S03908,Male,Marketing,EntranceExam,3.4,3.05,3.94,4,3.6,120,0,0,0.91,0.88,2,Average,1,4,1
S03909,Male,Marketing,DirectAdmission,3.62,3.49,4,3.03,3.53,120,0,0,0.88,0.86,1,Stable,1,4,1
S03910,Male,Marketing,DirectAdmission,2.92,2.73,2.41,2.75,2.7,120,0,0,0.88,0.84,1,Stable,1,4,0
S03911,Male,Game Design and Development,EntranceExam,2.05,1.87,2.19,2.6,2.18,140,4,0,0.94,0.61,1,Average,0,5,0
S03912,Female,Artificial Intelligence,DirectAdmission,2.02,2.32,1.92,2.02,2.07,130,0,0,0.81,1,3,Stable,1,4,0
S03913,Male,Information Technology,EntranceExam,2.45,2.94,3.03,3.16,2.9,130,0,0,0.85,0.8,1,Stable,1,4,0
S03914,Female,Artificial Intelligence,EntranceExam,2.27,2.2,2.18,2.13,2.2,130,1,0,0.85,0.78,4,Average,0,7,1
S03915,Female,Business Administration,DirectAdmission,2.53,2.54,2.53,2.27,2.47,120,2,0,0.84,0.79,3,Stable,1,4,1
S03916,Female,Artificial Intelligence,DirectAdmission,2.47,2.57,3.09,2.49,2.66,130,2,1,0.76,0.91,0,Difficult,0,7,1
S03917,Male,Information Security,EntranceExam,1.96,2.45,1.99,2.04,2.11,130,5,0,0.76,0.68,2,Difficult,0,6,0
S03918,Male,Artificial Intelligence,EntranceExam,2.52,2.2,2.56,2.27,2.39,130,3,2,0.81,0.8,3,Stable,0,7,0
S03919,Male,Artificial Intelligence,DirectAdmission,2.16,2.21,1.74,2.15,2.06,130,0,1,0.86,0.54,1,Stable,0,5,0
S03920,Female,Business Administration,EntranceExam,2.59,2.96,3.25,2.92,2.93,120,2,0,0.72,0.74,3,Average,0,5,1
S03921,Male,Accounting,EntranceExam,1.79,2.65,1.96,2.47,2.22,130,1,0,0.89,0.95,0,Stable,1,4,0
S03922,Male,Artificial Intelligence,DirectAdmission,2.37,2.54,2.73,2.81,2.61,130,0,1,1,0.9,3,Stable,1,4,0
S03923,Male,Game Design and Development,EntranceExam,3.1,2.72,2.59,3.36,2.94,140,0,0,0.82,0.8,1,Average,1,4,0
S03924,Female,Computer Science,EntranceExam,2.8,3.3,3.47,3.7,3.32,130,0,0,0.81,0.91,1,Average,1,4,0
S03925,Female,Artificial Intelligence,EntranceExam,1.54,1.34,0.99,1.58,1.36,130,7,1,0.88,0.7,1,Average,0,6,0
S03926,Female,Multimedia Technology,EntranceExam,2.78,2.63,3.08,2.71,2.8,125,1,0,0.82,0.81,2,Stable,1,4,1
S03927,Male,Information Technology,EntranceExam,2.55,2.75,2.69,3.47,2.86,130,0,0,0.94,0.71,2,Average,1,4,1
S03928,Male,Information Technology,EntranceExam,2.63,2.33,2.39,2.18,2.38,130,1,0,0.87,0.78,0,Stable,1,4,0
S03929,Male,Financial Technology (Fintech),EntranceExam,2.61,2.86,3.07,2.97,2.88,130,1,0,0.84,0.74,1,Average,1,4,0
S03930,Male,Information Technology,DirectAdmission,2.85,3.08,3.38,2.74,3.01,130,0,1,0.78,0.7,1,Average,0,6,0
S03931,Female,Marketing,EntranceExam,2.9,2.65,3.08,2.41,2.76,120,0,0,0.87,0.67,1,Average,1,4,1
S03932,Male,Accounting,EntranceExam,2.46,2.54,2.25,2.81,2.52,130,0,0,0.82,1,1,Average,1,4,0
S03933,Female,Marketing,EntranceExam,3.38,3.52,3.04,3.29,3.31,120,1,0,0.94,0.77,1,Average,1,4,0
S03934,Male,Computer Science,DirectAdmission,3.59,3.07,3.84,3.41,3.48,130,0,0,0.8,0.74,0,Average,1,4,1
S03935,Male,Artificial Intelligence,EntranceExam,2.05,2.14,1.8,1.66,1.91,130,4,0,0.92,0.87,3,Stable,0,7,0
S03936,Female,Multimedia Technology,EntranceExam,2.99,2.83,3.15,3.79,3.19,125,1,0,0.89,0.88,4,Stable,1,4,0
S03937,Female,Multimedia Technology,EntranceExam,2.57,3.19,3.33,3.15,3.06,125,1,0,0.86,0.91,1,Stable,1,4,1
S03938,Female,Computer Science,EntranceExam,2.27,2,2.19,2.34,2.2,130,2,0,0.75,0.76,2,Average,0,7,1
S03939,Female,Multimedia Technology,EntranceExam,2.65,2.3,2.49,2.28,2.43,125,0,0,0.85,0.89,0,Stable,1,4,1
S03940,Female,Multimedia Communication,EntranceExam,3.02,2.69,3.31,2.54,2.89,125,0,0,0.82,0.79,1,Stable,1,4,1
S03941,Male,Multimedia Communication,EntranceExam,2.69,2.82,1.95,2.48,2.48,125,2,0,0.93,0.76,0,Stable,1,4,0
S03942,Female,Marketing,EntranceExam,2.02,2.85,2.45,2.31,2.41,120,2,0,0.79,0.87,3,Difficult,0,5,1
S03943,Male,Automation,EntranceExam,1.88,2.25,2.72,3.02,2.47,140,2,1,0.78,0.87,1,Average,0,5,0
S03944,Male,Computer Science,EntranceExam,1.92,2.1,2.39,2.35,2.19,130,0,0,0.99,0.89,3,Stable,1,4,0
S03945,Female,Automation,DirectAdmission,3.09,2.77,3.13,2.69,2.92,140,0,0,0.88,0.97,3,Stable,1,4,0
S03946,Male,Information Security,EntranceExam,2.78,2.66,3.14,2.68,2.82,130,1,0,0.83,0.7,2,Stable,1,4,0
S03947,Male,Journalism,EntranceExam,2.5,2.65,2.65,2.3,2.53,120,0,1,0.88,1,1,Average,0,6,0
S03948,Male,Computer Science,EntranceExam,2.73,2.74,3.41,2.63,2.88,130,0,0,0.82,0.8,1,Stable,1,4,0
S03949,Male,Information Security,EntranceExam,2.84,2.62,3.21,2.85,2.88,130,0,1,0.83,0.84,1,Stable,1,4,0
S03950,Female,Business Administration,EntranceExam,2.89,2.91,2.55,2.46,2.7,120,0,0,0.84,0.84,2,Average,1,4,1
S03951,Female,Financial Technology (Fintech),EntranceExam,3.41,2.7,3.33,3.07,3.13,130,0,1,0.82,0.63,3,Average,1,4,0
S03952,Male,Multimedia Communication,EntranceExam,2.27,2.18,2.76,2.38,2.4,125,0,0,0.92,1,1,Average,1,4,0
S03953,Female,Automation,EntranceExam,2.68,2.81,3.32,2.44,2.81,140,0,0,0.86,0.73,1,Difficult,1,4,1
S03954,Female,Business Administration,DirectAdmission,2.6,2.06,2.98,2.13,2.44,120,2,0,0.77,0.85,0,Stable,0,5,0
S03955,Female,E-commerce,EntranceExam,2.36,2.23,1.86,2.28,2.18,125,2,0,0.84,0.51,1,Average,0,7,1
S03956,Female,Computer Science,DirectAdmission,2.5,2.42,2.05,1.98,2.24,130,0,0,1,0.94,1,Stable,1,4,0
S03957,Male,Journalism,EntranceExam,2.92,2.87,3.35,3.28,3.1,120,0,0,0.82,0.93,5,Stable,1,4,1
S03958,Female,Financial Technology (Fintech),DirectAdmission,1.83,1.67,1.72,2.18,1.85,130,6,1,0.85,0.74,2,Stable,0,5,1
S03959,Female,Game Design and Development,EntranceExam,2.07,3.04,2.38,2.29,2.44,140,0,0,0.93,1,0,Stable,1,4,1
S03960,Male,Multimedia Technology,DirectAdmission,3.07,2.64,2.56,3.36,2.91,125,0,0,0.98,1,3,Average,1,4,1
S03961,Female,Multimedia Communication,EntranceExam,2.11,2.2,2.74,2.82,2.47,125,1,1,0.82,1,2,Stable,0,6,1
S03962,Female,Information Security,DirectAdmission,2.86,3,3.62,2.3,2.94,130,1,0,0.86,0.83,2,Stable,1,4,1
S03963,Male,Information Technology,EntranceExam,1.96,1.56,2.43,1.54,1.87,130,8,0,0.79,0.62,3,Difficult,0,7,0
S03964,Male,Marketing,EntranceExam,2.71,2.42,3.38,2.84,2.84,120,2,1,0.85,0.83,1,Stable,0,5,0
S03965,Female,Information Technology,EntranceExam,3.34,3.46,3.58,3.02,3.35,130,0,0,0.9,0.86,1,Stable,1,4,0
S03966,Male,Automation,EntranceExam,2.11,2.31,2.73,2.49,2.41,140,2,0,0.85,0.87,2,Stable,1,4,0
S03967,Female,Artificial Intelligence,EntranceExam,2.01,1.93,2.56,2.09,2.15,130,0,1,0.99,0.97,2,Stable,1,4,1
S03968,Male,Journalism,EntranceExam,3.3,4,3.53,3.71,3.64,120,0,0,0.84,0.58,2,Average,1,4,1
S03969,Female,E-commerce,EntranceExam,3.05,2.44,2.82,2.58,2.72,125,0,0,0.92,0.83,1,Average,1,4,1
S03970,Female,Business Administration,DirectAdmission,3.22,2.78,3.19,3.03,3.06,120,0,0,0.95,0.73,0,Stable,1,4,1
S03971,Female,Information Technology,DirectAdmission,2.23,1.78,2.33,1.67,2,130,4,0,0.91,0.72,3,Average,0,7,1
S03972,Male,Business Administration,DirectAdmission,2.11,1.69,1.38,1.59,1.69,120,11,0,0.81,0.9,1,Difficult,0,5,0
S03973,Male,E-commerce,DirectAdmission,1.22,2.44,2.19,1.95,1.95,125,8,0,0.65,0.67,1,Difficult,0,6,0
S03974,Male,Information Technology,DirectAdmission,2.29,2.5,2.61,2.34,2.44,130,2,1,0.9,0.89,1,Average,0,5,0
S03975,Male,Accounting,EntranceExam,1.89,2.15,2.07,2.65,2.19,130,1,0,0.88,0.69,0,Stable,1,4,0
S03976,Male,Information Technology,EntranceExam,2.94,2.72,3.1,2.98,2.94,130,0,0,0.9,1,4,Average,1,4,1
S03977,Male,Accounting,EntranceExam,2.94,2.6,3.11,2.25,2.72,130,1,0,0.83,0.98,2,Stable,1,4,0
S03978,Male,Artificial Intelligence,EntranceExam,3.16,3.21,3.83,3.12,3.33,130,0,0,0.88,0.69,0,Stable,1,4,1
S03979,Male,Multimedia Technology,EntranceExam,2.31,2.45,1.92,1.95,2.16,125,0,0,0.96,1,5,Stable,1,4,0
S03980,Male,Financial Technology (Fintech),DirectAdmission,2.42,2.38,2.52,2.68,2.5,130,0,0,0.77,0.53,0,Stable,0,8,0
S03981,Male,Financial Technology (Fintech),EntranceExam,2.63,2.63,2.44,2.88,2.64,130,6,0,0.86,0.86,3,Difficult,0,6,0
S03982,Female,Information Security,EntranceExam,2.89,3.48,3.45,3.6,3.36,130,1,0,0.91,0.65,3,Stable,1,4,0
S03983,Female,Information Security,DirectAdmission,2.28,1.68,1.82,1.86,1.91,130,6,0,0.84,0.7,3,Difficult,0,5,1
S03984,Female,Journalism,EntranceExam,0.92,1.05,1.55,2.01,1.38,120,6,1,0.92,1,3,Stable,0,6,1
S03985,Male,Information Security,EntranceExam,2.9,3.36,2.91,3.58,3.19,130,0,0,0.91,0.85,1,Stable,1,4,1
S03986,Female,Computer Science,DirectAdmission,1.3,1.71,1.19,1.64,1.46,130,1,0,0.82,0.84,1,Stable,0,5,1
S03987,Female,Financial Technology (Fintech),EntranceExam,3.41,3.26,3.6,3.35,3.4,130,0,0,0.82,0.72,1,Average,1,4,0
S03988,Female,Information Technology,EntranceExam,2.18,2.37,2.2,2.61,2.34,130,1,0,0.86,0.86,1,Average,1,4,0
S03989,Male,Computer Science,EntranceExam,2.77,2.72,3.73,3.44,3.16,130,1,0,0.99,0.73,1,Stable,1,4,0
S03990,Female,Computer Science,EntranceExam,2.32,2.19,2.92,2.14,2.39,130,1,0,0.82,0.75,6,Average,1,4,1
S03991,Female,Notary Relations,EntranceExam,2.61,2.95,2.72,2.63,2.73,125,3,1,0.74,0.78,3,Average,0,7,1
S03992,Female,Journalism,EntranceExam,3.12,3.65,3.1,3.3,3.29,120,1,1,0.9,0.54,0,Stable,1,4,0
S03993,Female,Multimedia Technology,EntranceExam,2.65,2.27,2.74,2.77,2.61,125,4,0,0.95,0.96,3,Difficult,0,5,1
S03994,Female,Information Technology,EntranceExam,3.13,2.92,3.33,3.21,3.15,130,0,0,0.92,0.98,2,Stable,1,4,0
S03995,Female,Computer Science,EntranceExam,2.7,2.51,2.96,2.67,2.71,130,3,0,0.72,0.82,0,Average,0,8,1
S03996,Male,Marketing,EntranceExam,2.92,2.9,2.72,3.19,2.93,120,1,0,0.87,0.85,0,Average,1,4,0
S03997,Male,Computer Science,EntranceExam,2.56,2.64,3.49,2.83,2.88,130,1,0,0.91,0.85,1,Stable,1,4,0
S03998,Male,Automation,DirectAdmission,1.66,1.26,1.07,1.94,1.48,140,4,0,0.83,0.68,3,Stable,0,7,0
S03999,Male,Artificial Intelligence,EntranceExam,1.46,2.43,2.7,2.04,2.16,130,2,1,0.82,0.84,3,Stable,0,5,0
S04000,Female,E-commerce,EntranceExam,3.49,3.24,3.38,3.79,3.47,125,0,0,0.9,0.83,1,Average,1,4,0
S04001,Female,Computer Science,EntranceExam,3,2.43,3.35,2.85,2.91,130,0,0,0.88,1,1,Stable,1,4,1
S04002,Male,Journalism,EntranceExam,2.85,3.08,3.2,2.93,3.01,120,1,0,0.92,0.67,3,Stable,1,4,0
S04003,Female,Marketing,EntranceExam,3.25,3.01,2.72,2.51,2.87,120,0,0,0.92,0.83,0,Average,1,4,1
S04004,Female,Game Design and Development,EntranceExam,3,2.77,3.54,2.49,2.95,140,0,0,0.82,0.74,0,Average,1,4,1
